RepeatStatus,Rating,Marketing_Consent,isCash,isWeb,Briefcases,Backpacks,Clutches,Duffels,Totes,Messengers,Bifold_Wallets,Coin_Card_Holders,Passport_Wallets,Long_Wallets,Luggage_Tags,Lanyard,Bag_Straps,Bracelets,isMale,percentDiscount,Payment_Method
0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.063694268,Stripe
0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,Stripe
1,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,External Credit
1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,custom
0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.104477612,Cash
1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Credit
0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,External Credit
0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.193959732,External Credit
0,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.153310105,Stripe
0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Stripe
0,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.091503268,Stripe
0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,Stripe
0,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.172535211,External Credit
0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Stripe
0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,External Debit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.224806202,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0.164794007,External Credit
0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,External Credit
0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.1,Stripe
0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.161172161,External Credit
0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,custom
0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047746884,External Credit
1,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.160583942,External Credit
1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Cash
0,5,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.038446602,External Debit
0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.32885906,Cash
0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,External Credit
1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,External Debit
0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.112903226,manual
1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093959732,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.579831933,Cash
0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.768786127,Cash
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.579831933,Cash
0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,External Credit
0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Credit
0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,External Debit
0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.224806202,External Debit
0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08045977,custom
0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,External Credit
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1,Cash
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.595959596,External Debit
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Cash
1,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.662921348,External Credit
1,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.429824561,External Credit
0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08045977,External Credit
1,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.071246819,Stripe
0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031545741,hoolah
0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,External Credit
0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Stripe
0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.438202247,External Credit
1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Debit
1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,External Credit
1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.051020408,Cash
0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Exchange Credit + External Credit
1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Stripe
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.327731092,External Debit
0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.424460432,External Debit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.327731092,External Debit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.463087248,External Debit
0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.494949495,External Credit
1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,External Debit
0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.32885906,External Debit
0,4,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.327717391,External Credit
0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.32885906,External Debit
1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.327731092,External Debit
0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,External Debit
0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,External Debit
0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,custom
0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,External Credit
0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,External Debit
0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.677419355,External Debit
1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.32885906,External Debit
0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.677419355,External Debit
0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Exchange Credit
0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.2,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Debit
0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.086392405,External Credit
0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,External Credit
0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,External Debit
0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Stripe
0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Stripe
1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,External Credit
0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Stripe
0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Stripe
0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,hoolah
0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,custom
1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.063157895,External Credit
1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,External Debit
0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Credit
1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,External Credit
0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Stripe
0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.05,External Credit
0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,Stripe
0,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.1,Stripe
0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.064082687,External Credit
0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Stripe
0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Stripe
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.1,External Credit
0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,custom
1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,hoolah
1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.4,External Debit
0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,Stripe
1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.1,hoolah
0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.2,hoolah
0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.2,Stripe
1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,Stripe
0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,custom
0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.03828125,Stripe
0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.1,Stripe
1,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,custom
0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.079620853,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,custom
0,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,hoolah
0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,External Credit
0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,External Credit
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.079754601,External Debit
0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,Stripe
0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Stripe
1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,External Credit
0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,Stripe
0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,External Credit
0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,External Credit
0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,External Credit
0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05,External Credit
1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,custom
0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.05,External Debit
0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,Stripe
0,4,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,Stripe
0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05,External Credit
1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,manual
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Credit
0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,External Debit
1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,Stripe
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,External Credit
0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.043518519,External Credit
1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.131274131,Exchange Credit + custom
0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.042857143,External Credit
0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,Stripe
1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,Exchange Credit + custom
0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,External Credit
0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,custom
0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.124705882,External Credit
1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.1,custom + Exchange Credit
0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,Stripe
1,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.2,custom
1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,custom
1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2,custom
0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,custom
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Credit
0,5,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0.2,External Credit
0,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.167487923,External Credit
1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,External Credit
0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,custom
0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.168080808,External Credit
0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,hoolah
0,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,hoolah
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,External Credit
0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.065207877,External Credit
0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,custom
0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.040776699,External Credit
0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.05,External Credit
1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.109010989,External Credit
1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.134246575,Cash
0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05,External Credit
1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,External Debit
0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.1,External Credit
0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Credit
1,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Stripe
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,External Debit
0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.051821862,External Credit
0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.05,External Credit
0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,Stripe
0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,hoolah
0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05,External Credit
1,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Stripe
0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05,Exchange Credit + External Credit
1,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,Stripe
1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,External Credit
1,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1,External Credit
0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.05,External Credit
0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,External Credit
1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.4,External Debit
1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,hoolah
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Credit
0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Cash
0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,Stripe
0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,Stripe
0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,Stripe
1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,External Debit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,custom
1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,Stripe
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Credit
0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.069789227,External Credit
1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Cash
0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,Stripe
0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.05,Stripe
0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,Stripe
0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,External Credit
0,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.016176471,External Credit
0,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.2,Stripe
1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,External Credit
1,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,Stripe
0,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Stripe
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.044345238,External Credit
0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.1,custom
0,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Stripe
1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,custom
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Credit
0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,External Credit
0,3,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0.2,External Credit
0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,External Credit
0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,hoolah
0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,Stripe
0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,External Credit
0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,External Credit
1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,hoolah
1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.253164557,manual
0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.05,External Credit
1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
1,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0.2,Stripe
0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.025994695,custom
0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05,hoolah
0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.05,Stripe
0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.179487179,External Debit
0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.045879121,Stripe
0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.2,External Credit
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,custom
0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,Stripe
1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,External Credit
0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.05,Stripe
0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,External Debit
0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.043119266,Stripe
0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,External Credit
1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,External Credit
0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05,External Credit
1,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1,Stripe
0,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,hoolah
0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05,Stripe
0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.05,Cash
0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,External Credit
0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Stripe
0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.162091503,External Credit
0,5,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.2,External Credit
1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,hoolah
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,External Credit
1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,Stripe
0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.05,External Credit
0,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,Stripe
1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Stripe
0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,External Credit
0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,External Credit
0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.041025641,External Credit
1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05,Stripe
0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.088636364,Stripe
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,External Credit
1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Stripe
1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Stripe
1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.118019802,External Credit
0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.068027211,Stripe
0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,External Credit
0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05,hoolah
1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05,External Credit
1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.178873239,Stripe
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2,External Credit
1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,manual
0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,External Credit
0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.144927536,Stripe
0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,External Credit
0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Stripe
0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,External Credit
