RepeatStatus,Gender,MEMBER_RATING,Accepts Marketing,Discount_Percentage,Total,Installment,Source,PersonalizationDone,NumberItemsTotal,Briefcases,Backpacks,Clutches,Duffels,Totes,Messengers,Bifold Wallets,Coin & Card Holders,Passport Wallets,Long Wallets,Luggage Tags,Lanyard,Bag Straps,Bracelets,Festive_purchase,Order_ID
0,F,2,yes,0,99,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4717
1,M,5,yes,0.06,71.2,Cash,pos,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4716
0,F,2,no,0,129,Cash,pos,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4714
0,F,2,yes,0,129,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,#4713
1,M,3,yes,0,269,Cash,pos,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4712
0,F,2,no,0,177,Cash,web,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,#4711
0,M,2,yes,0.05,347.7,Cash,pos,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4710
0,M,4,yes,0.1,465.3,Cash,web,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4708
0,F,2,yes,0.1,160.2,Cash,web,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4706
0,M,2,yes,0,239,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4705
0,M,2,yes,0.06,362.2,Cash,pos,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4704
0,M,3,yes,0,239,Cash,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4702
0,M,1,yes,0,216,Cash,web,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4701
0,M,2,yes,0.1,178.2,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4699
0,F,2,no,0.1,178.2,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4698
0,F,2,yes,0.05,263.15,Cash,web,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,#4695
0,F,2,yes,0.2,298.4,Installment,web,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4693
0,M,1,yes,0.2,141.6,Cash,web,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,#4692
0,F,3,yes,0,147,Cash,pos,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4690
0,M,3,yes,0.04,123.1,Cash,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4689
0,M,4,no,0.1,134.1,Cash,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4688
0,F,2,yes,0.08,388.4,Cash,pos,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4686
0,M,2,yes,0.05,188.1,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4685
0,F,4,yes,0.1,212.4,Installment,web,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4684
0,M,2,no,0,89,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4683
0,M,2,no,0,89,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4682
0,F,2,no,0.2,188.8,Cash,web,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4680
0,F,2,yes,0,202,Cash,web,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4679
0,M,4,no,0.05,151.05,Cash,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4676
0,M,4,yes,0.05,188.1,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4674
0,M,2,yes,0.05,178.6,Cash,pos,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4673
0,F,2,no,0.05,75.05,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4672
0,F,3,yes,0,99,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4671
0,F,2,yes,0.05,188.1,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4670
0,F,2,yes,0.05,178.6,Cash,pos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#4668
0,M,2,yes,0.05,121.6,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4667
0,M,2,yes,0.05,330.6,Cash,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4666
0,M,4,yes,0.1,536.4,Cash,web,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4665
0,F,4,yes,0.05,214.7,Cash,pos,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4664
0,F,2,yes,0,129,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4661
0,F,4,yes,0.05,283.1,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,#4660
1,F,2,yes,0.05,122.55,Cash,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4659
0,F,4,yes,0.04,206.6,Cash,pos,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4657
0,F,5,yes,0.04,187.6,Cash,pos,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,#4655
0,F,4,no,0.05,233.7,Cash,web,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4654
0,F,2,no,0,79,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4652
0,M,2,no,0,89,Cash,pos,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4651
0,M,4,yes,0.12,312.48,Cash,pos,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,#4650
1,F,2,yes,0.1,419.4,Cash,pos,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,#4649
0,F,4,no,0.05,151.05,Cash,web,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4648
1,F,3,yes,0.2,355.2,Cash,pos,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4647
1,F,2,yes,0.2,300.8,Cash,pos,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,#4645
0,M,4,yes,0.05,283.1,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,#4643
0,F,2,yes,0,139,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4642
0,F,5,yes,0.2,387.2,Cash,pos,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4641
0,M,3,yes,0.17,172.33,Cash,pos,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4640
0,M,4,yes,0,239,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4638
0,F,2,yes,0.17,411.8,Cash,pos,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4637
0,M,2,yes,0.05,122.55,Installment,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4636
0,F,5,yes,0.05,177.65,Installment,web,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,#4635
0,M,2,yes,0.05,189.05,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4634
0,F,2,yes,0.05,235.6,Cash,pos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#4633
0,M,2,yes,0.07,427.2,Cash,pos,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4631
0,M,2,yes,0,89,Cash,pos,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,#4630
0,F,1,yes,0.04,197.6,Cash,pos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,#4629
0,M,3,yes,0.05,83.6,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4628
1,F,2,yes,0.13,126.4,Cash,pos,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4626
0,F,2,yes,0.05,83.6,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4623
0,F,2,no,0.1,356.4,Cash,pos,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#4621
0,F,3,yes,0,139,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,#4619
1,F,5,yes,0,197,Cash,web,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4618
0,M,2,yes,0.05,234.2,Cash,pos,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4616
0,M,5,yes,0.05,254.6,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4615
0,F,3,yes,0.05,151.05,Cash,web,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#4614
0,M,2,yes,0.2,587.2,Installment,web,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4613
0,F,2,no,0.05,75.05,Cash,pos,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4612
0,F,3,yes,0.05,121.6,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4610
1,F,5,no,0.05,283.1,Cash,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4609
1,F,5,yes,0.05,233.7,Cash,pos,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4607
0,F,2,yes,0.1,302.4,Cash,pos,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4606
0,M,3,yes,0.05,119.7,Cash,pos,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#4605
0,F,3,yes,0,148,Cash,pos,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4604
1,M,2,yes,0.4,112.8,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4603
0,F,2,yes,0,129,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4600
0,F,2,yes,0,248,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4597
0,M,3,no,0.05,366.7,Cash,web,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4596
0,M,2,no,0.05,186.2,Cash,web,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4595
0,F,2,no,0.05,214.7,Cash,web,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4594
0,M,2,yes,0.05,159.6,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4592
0,F,2,yes,0,149,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4591
1,F,3,yes,0.05,132.05,Cash,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4590
0,F,2,yes,0,119,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4589
0,F,2,yes,0.07,397.2,Cash,pos,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4588
0,F,2,yes,0.05,65.55,Cash,web,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4586
0,M,3,no,0.05,235.6,Cash,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,#4585
0,F,3,yes,0.2,180.8,Cash,web,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4583
0,M,3,yes,0,159,Cash,pos,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,#4582
0,F,4,yes,0.02,602.1,Cash,pos,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4581
0,M,3,yes,0.2,365.6,Cash,web,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4580
0,F,5,yes,0,128,Cash,web,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4577
0,F,3,yes,0.1,176.4,Cash,pos,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4575
0,F,4,yes,0,202,Cash,web,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4573
1,F,4,yes,0.05,151.05,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4572
0,F,2,yes,0,199,Cash,pos,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,#4571
0,M,2,yes,0,259,Cash,pos,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4570
0,F,3,yes,0.2,577.6,Cash,pos,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4569
0,F,4,yes,0,149,Cash,pos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#4566
0,F,2,yes,0.05,158.65,Installment,web,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#4565
0,F,2,yes,0.2,291.2,Cash,web,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4564
0,F,2,yes,0.05,330.6,Cash,pos,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4563
0,F,2,yes,0,127,Cash,pos,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4562
0,F,2,yes,0.1,150.3,Installment,web,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4560
0,M,3,yes,0.05,103.55,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4558
0,F,2,no,0.03,367.2,Cash,pos,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4554
0,M,2,yes,0.05,93.1,Installment,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4552
0,M,3,yes,0.05,235.6,Cash,web,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4551
0,M,2,yes,0.18,128,Cash,pos,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4550
0,F,3,yes,0.05,173.65,Cash,web,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,#4549
0,M,2,yes,0.2,819.2,Cash,pos,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4548
0,M,2,yes,0,159,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4547
0,F,3,yes,0.05,151.05,Cash,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4545
1,M,3,yes,0.05,357.2,Cash,pos,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4544
0,M,2,yes,0.05,111.15,Cash,web,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4543
0,F,2,yes,0.05,283.1,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4542
0,F,3,yes,0.04,208.6,Cash,web,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4541
0,F,5,yes,0,148,Cash,pos,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4540
0,M,2,no,0.05,93.1,Cash,pos,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4538
0,F,5,yes,0.05,177.65,Installment,web,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4535
0,F,3,yes,0.05,84.55,Cash,web,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4534
0,M,2,yes,0.05,93.1,Cash,pos,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4533
0,F,3,yes,0.05,283.1,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4532
0,F,2,no,0.2,278.4,Cash,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4531
0,M,2,yes,0.16,256.4,Cash,pos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4530
0,M,5,yes,0.2,340.8,Cash,pos,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4529
1,F,2,yes,0,296,Installment,web,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4528
0,M,2,yes,0,129,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4527
0,M,5,yes,0.05,254.6,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4525
0,M,5,yes,0.05,158.65,Cash,web,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4524
0,M,2,yes,0,159,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4522
0,M,4,yes,0.05,330.6,Cash,pos,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4521
0,M,5,yes,0.04,149.6,Cash,pos,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#4520
0,M,2,no,0.09,240.6,Cash,web,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,#4518
1,F,2,no,0,59,Cash,web,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4515
0,M,3,no,0.07,137,Cash,web,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4513
0,F,2,yes,0.05,330.6,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4512
0,M,2,yes,0.05,214.7,Installment,web,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4511
1,M,2,no,0.18,116.6,Cash,web,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4509
0,M,2,yes,0,269,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4505
0,F,3,no,0.14,59,Cash,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4504
0,F,2,yes,0,127,Cash,pos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4503
0,M,3,yes,0,139,Cash,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4502
0,F,2,yes,0,89,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4501
0,M,3,no,0.08,118,Cash,web,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4498
0,F,4,yes,0.05,121.6,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4497
0,F,2,no,0,129,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4496
0,M,2,no,0,89,Cash,pos,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,#4495
0,F,2,yes,0.03,542.1,Cash,pos,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4492
0,F,3,yes,0,248,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4491
0,F,2,no,0,116,Cash,web,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4490
0,M,2,yes,0,259,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,#4488
1,M,3,yes,0,299,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,#4486
1,M,4,yes,0.14,59,Cash,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4484
0,M,2,yes,0,129,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4481
0,F,2,yes,0,259,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4478
0,M,4,yes,0.1,206.1,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4477
0,F,3,yes,0.05,283.1,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4476
0,F,4,yes,0,238,Cash,pos,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4475
0,F,5,yes,0.05,283.1,Cash,pos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#4474
0,F,2,yes,0.05,283.1,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4473
0,F,3,yes,0.05,159.6,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4472
0,F,2,yes,0.2,198.4,Cash,pos,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,#4471
0,F,2,yes,0.2,436.8,Cash,pos,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4470
0,M,2,yes,0.05,169.1,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4469
0,M,2,yes,0,69,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4468
0,F,2,yes,0,69,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4467
0,F,3,yes,0.05,75.05,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,#4466
0,M,2,yes,0.05,159.6,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,#4463
0,F,2,yes,0.05,93.1,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4462
0,F,2,yes,0,119,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4461
0,F,2,yes,0,139,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4459
0,M,2,yes,0,269,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4458
0,M,2,yes,0,89,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4457
0,M,3,yes,0.05,189,Cash,pos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#4455
0,F,2,yes,0,119,Cash,pos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#4453
0,M,4,yes,0,249,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4452
0,M,2,yes,0.15,396.4,Cash,pos,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4451
0,F,4,yes,0.2,398.4,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4450
0,F,4,yes,0,249,Cash,pos,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,#4449
0,M,3,yes,0,119,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4448
0,M,1,yes,0,269,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4447
0,M,4,yes,0,48,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4446
0,M,3,yes,0,168,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4445
0,F,2,yes,0,69,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4444
0,F,4,yes,0,129,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4443
0,M,1,yes,0.05,121.6,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,#4441
0,M,2,yes,0.1,124.2,Cash,pos,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4440
0,M,4,yes,0.05,112.1,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4439
0,F,2,no,0.1,98.1,Cash,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4438
0,F,3,yes,0.2,300.8,Cash,pos,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4437
0,F,2,yes,0.2,318.4,Cash,pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,#4436
0,F,4,yes,0.05,93.1,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4435
0,M,2,yes,0,129,Cash,pos,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,#4434
0,F,4,yes,0.14,835.8,Cash,pos,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,#4433
0,M,2,yes,0.18,252.4,Cash,pos,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,#4432
0,M,2,yes,0,269,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,#4431
0,F,2,yes,0.05,302.1,Cash,pos,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#4430
0,M,2,no,0,239,Cash,web,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#4429
0,M,3,yes,0,139,Cash,pos,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#4428
0,F,2,yes,0,279,Cash,pos,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#4426
0,M,2,yes,0.05,121.6,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,#4424
1,M,3,yes,0.06,471.8,Cash,pos,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,#4423
0,F,2,no,0,198,Cash,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,#4422
1,M,2,yes,0.1,463.42,Installment,web,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,#4419
0,M,2,yes,0.06,145,Cash,web,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,#4418
0,F,2,yes,0.1,313.2,Cash,pos,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#4417
0,M,4,yes,0,139,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,#4416
0,M,2,yes,0.08,119,Cash,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,#4415
0,M,2,yes,0,348,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,#4414
0,M,4,yes,0,276,Cash,web,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,#4413
0,M,1,yes,0,159,Cash,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,#4406
0,F,5,yes,0,216,Cash,pos,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,#4405
0,M,2,yes,0.08,119,Cash,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,#4403
0,M,2,yes,0,298,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,#4402
1,M,5,yes,0,269,Cash,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,#4401
0,M,2,yes,0.02,479,Cash,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#4400
0,F,5,no,0.04,264,Cash,web,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#4399
0,F,2,yes,0.04,216,Cash,pos,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,#4396
0,M,2,yes,0,119,Cash,pos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,#4395
0,M,2,no,0,128,Cash,pos,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#4394
0,F,2,no,0,139,Cash,pos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,#4393
